theta1,theta2,theta3,x,y,phi
2.56,-0.19,1.46,-23.25,6.11,219.44
2.05,-1.64,-0.12,14.14,15.72,16.62
1.86,-0.48,-1.35,9.04,19.7,1.72
1.13,-2.79,-0.08,1.69,-10.77,-99.69
1.56,-2.5,0.15,13.04,-5.18,-45.26
3.09,-2.52,1.0,-1.56,15.91,89.95
0.77,-1.8,-0.29,14.81,-11.3,-75.63
0.07,-1.31,-0.58,10.76,-18.45,-104.28
1.1,-3.05,-1.05,-9.07,-1.79,-171.89
1.38,-2.74,-0.78,-1.4,-8.38,-122.61
2.2,-2.8,-0.23,9.12,-4.94,-47.56
2.01,-0.15,-0.26,-7.4,28.63,91.67
1.73,-2.43,0.07,14.14,-2.46,-36.1
1.9,-0.32,-1.27,6.2,22.51,17.76
1.17,-0.69,1.42,9.54,23.29,108.86
0.96,-0.55,0.29,22.55,18.62,40.11
1.19,-2.39,-0.61,4.97,-9.75,-103.71
2.97,-2.39,-0.55,8.51,7.49,1.72
2.7,-1.76,0.46,-1.44,22.2,80.21
0.74,-1.87,0.89,21.36,-4.68,-13.75
2.29,-3.09,-1.33,-4.93,-8.13,-122.04
0.66,-2.68,-0.3,-3.25,-10.2,-132.93
1.52,-2.83,-0.6,-0.24,-9.1,-109.43
2.14,-0.45,1.45,-16.58,18.37,179.91
0.47,-0.62,0.79,26.82,9.01,36.67
0.78,-2.27,1.01,16.79,-7.55,-27.5
1.11,-0.4,-1.56,18.63,7.96,-48.7
0.15,-0.24,-0.28,29.17,-3.02,-21.2
2.56,-1.66,-0.18,5.38,19.92,41.25
0.53,-2.54,-0.0,0.12,-13.05,-115.16
3.14,-2.27,1.33,-9.44,15.74,126.05
1.02,-2.03,0.39,18.69,-5.76,-35.52
0.9,-1.9,0.67,21.08,-3.82,-18.91
0.31,-0.76,-0.3,25.84,-8.12,-42.97
0.3,-0.27,1.44,20.56,13.2,84.22
1.28,-2.11,0.98,19.5,3.7,8.59
0.06,-0.29,-0.89,24.08,-10.68,-64.17
3.14,-1.11,-1.05,-8.86,17.28,56.15
2.32,-1.85,1.0,3.11,21.8,84.22
0.64,-1.72,0.65,21.82,-7.02,-24.64
2.62,-2.6,0.64,9.23,11.31,37.82
1.03,-2.89,-1.52,-7.42,1.35,-193.66
2.35,-2.46,1.03,8.97,13.97,52.71
2.68,-2.58,-0.03,10.97,6.15,4.01
0.22,-1.33,1.49,23.49,-3.07,21.77
2.05,-0.48,-0.52,0.37,27.55,60.16
2.49,-0.91,0.25,-10.61,25.73,104.85
0.16,-2.04,-0.47,-0.2,-15.05,-134.65
0.14,-2.88,1.02,-0.79,-12.4,-98.55
0.46,-1.81,-0.61,7.36,-14.57,-112.3
2.96,-0.69,0.17,-23.91,15.91,139.8
2.29,-0.5,-0.94,-2.16,24.8,48.7
2.33,-1.74,-0.89,10.98,9.86,-17.19
1.14,-1.13,-1.03,19.41,0.67,-58.44
0.02,-1.93,-0.83,-2.53,-13.14,-156.99
0.84,-0.86,-1.09,21.12,-1.71,-63.6
1.35,-0.44,-0.27,16.35,23.62,36.67
1.18,-2.34,1.32,17.67,1.67,9.17
2.68,-1.48,-0.92,4.28,16.54,16.04
0.44,-1.14,0.7,26.7,-2.18,0.0
2.14,-0.63,-0.69,2.04,25.72,46.98
0.66,-0.29,-1.35,22.79,1.44,-56.15
0.97,-2.16,-1.14,2.49,-8.29,-133.5
0.18,-0.23,-0.05,29.78,0.29,-5.73
1.76,-0.67,-0.01,7.46,27.51,61.88
2.82,-0.44,1.27,-25.46,5.19,209.13
1.7,-1.89,0.22,18.53,8.33,1.72
2.8,-1.74,-1.13,5.44,11.37,-4.01
0.93,-0.23,-1.45,20.94,7.64,-42.97
0.75,-0.1,0.18,22.03,20.25,47.56
1.2,-0.02,-0.23,13.25,26.7,54.43
3.14,-1.87,-0.61,0.86,15.7,37.82
1.53,-2.75,-1.38,-4.72,-4.55,-148.97
2.54,-0.83,0.21,-13.05,24.96,110.01
2.64,-2.66,-1.1,5.59,-4.39,-64.17
0.37,-0.32,1.0,24.29,12.79,60.16
1.87,-2.67,-0.11,10.16,-5.51,-52.14
0.5,-2.12,0.71,14.42,-13.09,-52.14
0.92,-2.98,-1.17,-8.6,0.01,-185.07
0.55,-2.56,0.59,5.78,-13.71,-81.36
0.42,-3.09,-0.3,-9.63,-2.17,-170.17
2.23,-0.47,1.18,-17.8,19.73,168.45
2.93,-0.86,-1.09,-8.99,19.18,56.15
1.22,-0.68,0.78,14.5,24.22,75.63
0.71,-0.39,-0.69,26.4,6.05,-21.2
0.06,-0.58,0.82,28.21,-1.41,17.19
1.6,-2.83,0.42,9.95,-6.67,-46.41
2.53,-2.91,-0.32,8.75,-4.41,-40.11
0.07,-2.56,0.64,-0.73,-14.98,-106.0
0.0,-0.84,0.75,26.63,-8.35,-5.16
1.08,-2.02,0.18,17.86,-6.15,-43.54
0.22,-0.45,-0.08,29.02,-3.15,-17.76
2.77,-2.81,1.36,3.16,12.92,75.63
0.91,-0.32,-1.38,21.49,6.36,-45.26
0.36,-1.33,-0.09,19.9,-13.45,-60.73
0.45,-1.31,0.72,25.43,-4.62,-8.02
0.92,-0.15,0.11,19.61,22.62,50.42
2.21,-0.05,-0.38,-13.6,26.12,101.99
2.41,-1.3,-1.49,6.29,11.93,-21.77
3.14,-0.87,0.89,-26.43,7.49,181.05
2.65,-2.73,1.32,4.4,13.38,71.05
2.7,-1.87,0.33,1.7,20.82,66.46
2.75,-0.4,-0.89,-15.16,20.87,83.65
0.76,-2.7,-0.28,-2.41,-10.4,-127.2
0.16,-2.3,-0.8,-5.31,-8.83,-168.45
2.1,-1.59,-1.17,11.58,7.38,-37.82
1.37,-0.96,-0.55,21.07,12.39,-8.02
0.13,-0.63,-1.29,16.52,-13.26,-102.56
1.5,-1.35,0.79,16.49,19.54,53.86
2.16,-2.05,-1.07,10.12,1.22,-55.0
1.28,-2.31,-1.14,2.38,-7.25,-124.33
3.11,-1.44,1.25,-20.74,12.46,167.3
2.8,-2.75,0.71,7.81,10.74,43.54
0.21,-2.94,-0.87,-8.35,2.51,-206.26
1.96,-2.49,-0.24,12.01,-2.76,-44.12
2.05,-1.54,1.3,1.75,23.47,103.71
3.05,-0.51,-1.54,-12.8,14.99,57.3
1.46,-0.34,0.72,2.8,28.58,105.42
0.2,-0.01,0.97,23.61,13.04,66.46
0.79,-1.56,0.6,24.07,-1.55,-9.74
2.74,-0.71,-0.88,-9.55,22.0,65.89
0.38,-2.55,1.4,10.83,-11.51,-44.12
2.46,-1.35,-0.36,4.0,22.07,42.97
0.94,-0.09,0.26,16.94,24.55,63.6
0.79,-1.31,-0.87,17.51,-7.7,-79.64
0.59,-2.59,-0.21,-1.82,-11.56,-126.62
0.29,-0.94,0.31,26.97,-6.53,-19.48
0.15,-1.74,1.12,18.61,-13.03,-26.93
2.76,-3.08,0.86,8.79,5.72,30.94
0.53,-2.23,-0.04,5.66,-14.72,-99.69
0.7,-0.28,-0.49,26.75,9.82,-4.01
2.99,-1.72,-0.95,2.57,14.21,18.33
1.71,-0.97,-1.13,15.25,12.84,-22.35
3.1,-1.03,-0.65,-13.28,19.08,81.36
0.52,-1.08,-0.51,21.95,-9.12,-61.31
0.33,-2.73,1.18,5.52,-12.91,-69.9
0.75,-0.91,0.36,26.99,7.21,11.46
0.9,-3.02,-0.44,-7.36,-6.19,-146.68
1.69,-2.24,-0.94,8.14,-5.27,-85.37
0.08,-2.99,1.49,1.74,-11.38,-81.36
1.67,-0.25,-1.04,9.8,23.55,21.77
1.69,-1.8,0.21,18.7,9.83,5.73
0.47,-1.88,-0.46,7.57,-14.9,-107.14
1.61,-0.41,0.55,1.45,29.15,100.27
1.34,-1.56,1.07,18.65,15.07,48.7
2.23,-1.4,-0.35,9.49,19.9,27.5
2.56,-1.02,-1.34,1.75,17.48,11.46
0.54,-2.53,1.55,13.55,-8.25,-25.21
0.31,-1.88,-1.49,-0.44,-7.76,-175.33
2.8,-1.74,0.73,-6.71,21.83,102.56
0.61,-2.13,1.17,18.1,-7.69,-20.05
1.48,-0.76,-0.81,18.38,15.65,-5.16
2.9,-2.12,0.91,-3.79,19.35,96.83
2.51,-1.15,0.83,-11.78,23.83,125.48
2.81,-1.73,-0.15,1.24,20.09,53.29
2.35,-2.78,0.82,11.31,6.75,22.35
2.58,-0.64,-1.33,-3.88,20.38,34.95
0.49,-2.67,1.07,7.55,-12.45,-63.6
2.16,-2.18,1.17,8.53,17.24,65.89
1.4,-0.28,0.51,5.46,28.84,93.39
0.65,-2.39,0.6,10.45,-12.89,-65.32
2.42,-1.46,-1.29,7.69,11.56,-18.91
2.59,-2.01,0.34,5.91,18.68,52.71
0.23,-0.95,-1.1,14.79,-14.01,-104.28
1.34,-0.49,0.41,11.95,26.77,72.19
1.13,-2.08,0.51,19.13,-3.35,-25.21
1.3,-0.42,-1.52,17.07,11.37,-36.67
2.61,-1.22,0.84,-12.95,22.81,127.77
1.11,-1.03,-1.04,20.15,1.56,-55.0
2.09,-3.09,0.7,9.99,-2.69,-17.19
1.78,-2.09,-0.43,14.83,-0.01,-42.4
0.34,-2.13,-0.23,2.91,-15.43,-115.74
0.1,-2.77,0.89,-1.04,-13.33,-101.99
1.77,-0.02,1.48,-13.72,18.76,185.07
1.56,-2.65,0.12,10.39,-7.12,-55.58
2.29,-1.02,0.94,-9.59,25.1,126.62
0.29,-2.02,0.83,14.21,-14.85,-51.57
2.83,-0.28,-0.24,-24.56,16.03,132.35
2.41,-1.14,-0.73,4.1,21.37,30.94
0.27,-3.14,1.42,1.21,-9.94,-83.08
2.3,-0.4,-0.36,-9.59,26.92,88.24
0.22,-2.26,1.23,12.13,-13.98,-46.41
1.38,-1.6,-0.47,19.37,1.27,-39.53
2.28,-0.72,-1.41,3.48,19.08,8.59
0.3,-2.37,-1.27,-5.04,-3.85,-191.37
2.07,-0.67,1.3,-12.13,22.91,154.7
1.7,-0.71,1.04,-0.23,27.24,116.31
1.84,-2.15,1.19,13.24,14.3,50.42
3.12,-1.28,-1.26,-4.29,15.34,33.23
2.28,-0.37,-0.65,-6.78,26.54,72.19
2.07,-2.11,-1.37,6.81,-1.49,-80.79
2.95,-0.53,1.3,-25.7,3.04,213.14
1.8,-1.32,1.44,3.18,23.75,110.01
1.99,-0.61,1.01,-9.48,25.78,136.94
2.83,-0.01,1.11,-26.06,-0.87,225.17
0.1,-2.02,-0.7,-2.14,-13.38,-150.11
0.74,-0.47,1.24,17.63,19.39,86.52
0.75,-2.87,0.88,5.34,-11.17,-71.05
0.9,-1.36,-1.21,14.19,-6.56,-95.68
1.04,-0.23,-0.85,21.95,15.47,-2.29
0.79,-1.23,1.38,21.98,10.92,53.86
1.74,-1.18,-1.19,14.87,9.28,-36.1
1.29,-0.59,1.06,8.54,25.87,100.84
1.7,-2.77,0.82,13.2,-1.33,-14.32
0.56,-0.46,1.43,18.83,16.3,87.66
0.3,-1.85,-0.98,1.57,-12.78,-144.96
2.85,-0.24,0.24,-27.78,10.82,163.29
0.67,-2.85,0.47,0.73,-11.89,-97.98
3.05,-0.62,-0.8,-18.12,17.43,93.39
0.24,-2.17,0.22,4.81,-16.89,-97.98
1.65,-1.23,1.07,9.15,24.01,85.37
0.62,-0.87,-0.29,26.4,-1.81,-30.94
0.71,-1.31,1.27,23.68,7.08,38.39
1.53,-2.03,-0.71,12.71,-4.16,-69.33
0.59,-2.27,1.35,16.68,-7.62,-18.91
1.32,-0.29,-1.32,17.21,15.4,-16.62
0.26,-0.38,0.85,27.04,8.04,41.83
2.52,-0.65,0.22,-16.04,24.06,119.75
1.09,-2.42,1.13,16.81,-2.83,-11.46
3.1,-0.65,-1.33,-13.34,15.79,64.17
1.08,-0.53,-0.45,23.19,15.04,5.73
1.0,-0.97,1.08,19.85,17.67,63.6
0.23,-1.36,0.87,23.67,-9.34,-14.9
1.54,-3.11,0.6,5.97,-8.25,-55.58
0.78,-0.79,-1.49,17.82,-3.04,-85.94
2.72,-0.45,1.5,-23.65,5.87,216.01
2.69,-2.97,-1.27,0.82,-8.4,-88.81
2.34,-2.86,0.62,11.67,3.21,5.73
1.56,-1.99,-0.72,13.28,-3.3,-65.89
2.93,-0.75,1.02,-25.48,9.72,183.35
0.73,-2.52,0.4,7.08,-12.93,-79.64
1.81,-0.27,1.12,-10.92,24.34,152.41
1.4,-1.73,0.93,19.41,12.26,34.38
0.46,-2.81,-0.82,-8.06,-2.39,-181.63
2.7,-2.83,0.8,8.71,9.19,38.39
1.91,-0.58,0.35,-2.03,29.08,96.26
0.32,-2.15,-1.38,-3.05,-5.84,-183.92
2.99,-2.27,-0.53,7.45,9.99,10.89
0.26,-1.49,0.83,22.22,-10.75,-22.92
0.95,-1.71,1.11,22.46,4.67,20.05
1.95,-1.91,-0.04,16.29,9.69,-0.0
2.02,-2.71,-0.81,4.08,-7.33,-85.94
0.28,-2.21,-1.36,-3.79,-5.12,-188.5
1.73,-0.51,-0.59,9.93,25.16,36.1
2.29,-1.23,0.02,3.01,25.07,61.88
1.72,-1.13,1.14,5.24,25.33,99.12
1.56,-2.76,-1.38,-4.73,-4.65,-147.82
2.89,-3.09,-0.87,4.92,-8.27,-61.31
1.84,-2.84,-0.39,4.54,-8.61,-79.64
0.17,-2.0,-0.65,-0.6,-14.12,-142.09
2.68,-2.31,-0.99,8.51,2.26,-35.52
0.49,-3.03,1.09,1.78,-10.88,-83.08
1.2,-2.65,-0.58,0.4,-9.57,-116.31
0.37,-0.87,0.12,27.39,-4.89,-21.77
1.13,-2.17,0.73,18.85,-2.63,-17.76
2.15,-1.64,1.36,0.31,22.81,107.14
0.84,-1.69,-1.41,6.92,-7.78,-129.49
2.18,-2.74,0.93,12.07,6.51,21.2
2.4,-2.19,-1.38,6.31,-0.37,-67.04
2.5,-0.27,-0.82,-12.54,23.76,80.79
2.45,-0.63,-0.86,-4.43,24.26,55.0
2.12,-1.26,0.49,3.49,25.87,77.35
0.15,-1.88,-1.55,-1.6,-7.0,-187.93
0.11,-0.65,-0.1,26.54,-10.02,-36.67
0.85,-3.04,1.42,7.98,-7.59,-44.12
1.45,-0.1,-0.09,6.45,29.21,72.19
2.03,-3.13,-0.25,2.29,-9.71,-77.35
2.68,-1.85,-0.17,5.7,17.96,37.82
1.1,-2.42,-1.0,0.21,-8.1,-132.93
0.83,-2.5,-0.65,-1.05,-9.89,-132.93
1.92,-1.56,-1.19,12.69,5.54,-47.56
1.86,-3.03,1.46,10.63,3.24,16.62
0.5,-1.93,-0.06,10.99,-15.07,-85.37
1.21,-0.98,-1.45,16.7,2.24,-69.9
2.41,-0.1,-0.27,-18.7,22.99,116.88
2.98,-2.48,0.36,5.43,13.98,49.27
0.24,-2.48,1.32,9.57,-13.42,-52.71
1.99,-0.45,-0.12,-2.26,29.02,81.36
2.6,-2.02,0.47,4.77,19.31,60.16
2.67,-1.11,-1.08,0.07,19.16,27.5
1.32,-1.48,0.02,22.26,6.7,-8.02
1.05,-3.02,0.17,-1.18,-10.28,-103.13
2.0,-2.12,1.44,8.25,17.58,75.63
1.47,-0.18,-0.31,9.35,27.86,56.15
0.75,-0.56,0.62,24.03,15.95,46.41
2.89,-0.02,-0.39,-27.21,11.32,142.09
1.15,-2.68,1.31,14.25,-3.05,-12.61
0.22,-2.7,-0.94,-7.75,-1.21,-195.95
2.6,-0.45,-0.49,-14.93,23.48,95.11
0.13,-2.04,0.64,9.55,-17.68,-72.77
0.53,-0.02,-1.43,23.41,1.98,-52.71
1.52,-1.48,-1.57,10.91,0.4,-87.66
1.85,-0.99,0.42,6.64,26.77,73.34
1.05,-1.51,0.77,23.46,7.29,17.76
2.83,-0.17,0.48,-28.38,7.71,179.91
1.18,-0.94,0.25,22.35,16.33,28.07
2.79,-1.77,0.67,-5.34,21.89,96.83
2.52,-1.24,-1.21,4.71,16.1,4.01
1.44,-1.16,-0.48,20.72,10.69,-11.46
0.32,-2.03,1.32,17.35,-10.56,-22.35
2.98,-2.33,-1.01,7.45,4.14,-20.63
0.85,-1.92,0.98,21.36,-2.16,-5.16
2.06,-1.37,1.51,-2.87,23.28,126.05
2.12,-1.47,-0.84,12.56,12.69,-10.89
0.33,-1.22,1.14,25.44,-2.06,14.32
2.27,-1.19,-0.83,7.97,18.95,14.32
1.23,-2.91,0.36,4.73,-10.2,-75.63
2.22,-0.17,1.09,-20.66,16.86,179.91
3.0,-1.89,0.22,-3.07,20.08,76.2
1.37,-1.27,0.26,21.3,14.32,20.63
2.31,-1.89,0.38,9.36,18.64,45.84
1.89,-1.24,-1.48,11.57,8.17,-47.56
1.34,-0.38,-1.14,17.86,16.14,-10.31
1.04,-0.52,-0.79,23.38,10.93,-15.47
0.85,-2.46,1.03,14.57,-7.96,-33.23
0.19,-2.34,-0.28,-3.23,-13.01,-139.23
0.78,-2.29,1.35,17.59,-4.54,-9.17
2.42,-1.2,0.54,-5.95,25.82,100.84
1.85,-1.59,0.09,16.3,15.61,20.05
2.51,-1.8,-0.59,9.44,13.62,6.88
2.75,-2.22,-0.24,8.97,11.73,16.62
2.68,-2.28,0.32,7.78,14.94,41.25
0.56,-1.65,0.67,22.23,-7.63,-24.06
0.56,-2.61,-1.42,-5.6,-0.34,-198.82
1.16,-0.75,-1.55,17.34,4.07,-65.32
0.41,-2.96,-0.15,-8.17,-5.86,-154.7
2.6,-1.57,-0.24,3.62,20.83,45.26
3.11,-2.11,-0.26,2.79,15.47,42.4
0.09,-2.29,1.47,11.53,-13.85,-41.83
2.04,-1.74,0.93,8.37,21.3,70.47
0.16,-2.57,-1.48,-4.9,1.72,-222.88
0.08,-0.8,1.51,24.52,1.31,45.26
1.84,-2.43,0.48,15.59,2.98,-6.3
1.7,-1.5,-0.95,15.83,5.09,-42.97
0.25,-1.53,-1.49,3.24,-10.74,-158.71
0.43,-1.58,0.2,18.99,-13.09,-54.43
0.04,-2.93,0.63,-6.05,-9.81,-129.49
2.57,-1.79,-0.2,7.06,17.92,33.23
1.13,-0.64,-0.96,22.01,9.22,-26.93
0.68,-2.02,-1.28,1.39,-8.43,-150.11
0.38,-2.11,-1.21,-2.1,-8.17,-168.45
0.22,-2.06,0.94,13.32,-15.29,-51.57
1.42,-2.29,0.24,16.03,-3.65,-36.1
2.13,-1.74,1.42,1.57,21.99,103.71
2.66,-1.74,0.42,-0.52,22.32,76.78
0.65,-0.49,0.44,26.09,13.29,34.38
1.8,-1.99,-0.57,14.8,0.96,-43.54
1.38,-2.34,-0.61,7.64,-8.37,-89.95
2.35,-1.27,0.36,-1.01,25.85,82.51
1.06,-2.72,-1.19,-5.58,-4.11,-163.29
2.27,-0.81,-1.4,4.65,18.19,3.44
0.26,-2.69,-1.27,-6.39,1.34,-211.99
0.61,-2.15,0.51,13.65,-12.84,-59.01
1.6,-0.48,-1.05,14.04,19.7,4.01
1.62,-1.34,1.54,6.65,22.44,104.28
0.27,-0.95,-1.46,12.02,-12.04,-122.61
0.37,-2.86,0.02,-6.46,-8.67,-141.52
3.03,-0.6,-0.85,-17.6,17.64,90.53
2.89,-2.92,-0.97,5.71,-6.23,-57.3
1.75,-0.74,1.04,-1.07,27.18,117.46
0.21,-2.28,-1.01,-4.99,-7.31,-176.47
1.46,-2.52,-0.82,2.95,-8.31,-107.72
2.9,-2.14,1.08,-5.12,18.92,105.42
0.61,-3.02,-0.52,-9.02,-3.05,-167.88
0.25,-0.65,0.12,28.51,-4.18,-16.04
1.12,-2.87,0.89,9.1,-8.42,-49.27
1.01,-1.56,-1.51,9.14,-5.59,-118.03
1.7,-2.18,-1.5,3.6,-3.88,-113.45
0.88,-2.7,0.04,1.83,-11.77,-101.99
3.07,-2.02,-1.16,4.94,8.29,-6.3
2.44,-0.03,0.39,-24.5,16.48,160.43
1.04,-0.92,0.72,21.66,17.27,48.13
1.03,-1.21,-0.46,23.01,0.81,-36.67
2.59,-0.42,-0.01,-19.71,21.81,123.76
0.12,-2.04,0.11,4.14,-17.91,-103.71
0.74,-2.73,0.66,5.7,-12.1,-76.2
2.98,-1.1,0.6,-20.8,17.28,142.09
0.8,-2.27,0.4,12.77,-11.55,-61.31
1.96,-0.39,-1.26,5.74,22.3,17.76
1.05,-1.09,1.05,20.29,16.74,57.87
1.82,-1.55,-0.27,17.17,12.36,-0.0
0.07,-2.33,-1.39,-5.12,-2.15,-209.13
1.71,-2.99,-0.29,1.49,-9.68,-89.95
3.0,-0.83,0.97,-25.54,9.68,179.91
0.66,-1.77,0.72,21.6,-6.63,-22.35
0.23,-2.01,0.99,14.7,-14.61,-45.26
2.66,-2.12,0.1,7.74,15.75,36.67
0.53,-0.41,-0.67,27.08,1.03,-31.51
2.85,-0.29,-0.05,-26.0,14.27,143.81
0.63,-0.32,1.22,18.01,18.93,87.66
2.15,-0.63,-1.12,4.24,22.25,22.92
0.09,-1.38,0.59,20.38,-15.15,-40.11
2.0,-0.02,-1.33,-0.18,24.32,37.24
0.75,-0.34,-0.61,26.29,8.82,-11.46
2.86,-0.15,0.57,-28.59,5.58,187.93
1.51,-2.1,-0.29,15.29,-3.29,-50.42
2.1,-2.67,-0.61,7.18,-6.01,-67.61
0.18,-2.76,-1.1,-7.21,1.59,-210.85
0.75,-0.23,0.96,16.9,21.74,84.8
2.99,-2.7,1.48,-2.28,14.17,101.41
1.07,-2.8,1.39,12.64,-4.44,-19.48
2.9,-2.23,1.41,-6.75,17.33,119.18
1.67,-0.89,1.53,-0.62,24.37,132.35
0.69,-2.28,0.77,14.34,-10.94,-46.98
1.79,-1.53,-0.63,16.81,8.72,-21.2
1.57,-2.91,0.53,9.19,-6.98,-46.41
2.13,-1.39,0.17,8.22,23.11,52.14
1.15,-1.07,-1.44,16.15,0.15,-77.92
0.15,-1.87,-0.27,4.33,-17.53,-114.02
1.73,-2.1,1.17,14.71,13.43,45.84
0.71,-2.8,0.9,6.34,-11.45,-68.18
2.63,-3.12,0.46,10.1,-0.11,-1.72
2.12,-1.85,-0.45,14.26,9.41,-10.31
2.93,-0.88,1.25,-24.26,9.4,189.08
0.83,-1.59,1.04,23.61,3.25,16.04
1.42,-0.74,1.24,5.86,25.57,110.01
0.58,-0.13,-1.24,24.41,2.73,-45.26
2.75,-1.57,-0.49,2.28,19.43,39.53
1.51,-0.78,1.53,1.7,24.37,129.49
1.08,-1.91,0.32,20.19,-3.44,-29.22
2.14,-2.94,0.84,11.57,1.65,2.29
1.71,-0.3,1.25,-8.65,24.41,152.41
0.08,-2.49,-0.05,-5.24,-12.18,-140.95
0.76,-2.35,-1.37,-2.78,-4.91,-169.6
1.74,-2.4,-1.46,1.0,-4.8,-121.47
1.17,-0.49,1.43,6.54,24.08,120.89
1.48,-2.97,-0.17,0.82,-9.97,-95.11
2.71,-2.16,-0.83,9.05,6.65,-16.04
0.23,-2.62,-0.33,-6.69,-8.64,-155.84
0.32,-0.31,0.33,28.92,6.58,19.48
1.82,-1.95,-1.24,9.44,-1.4,-78.5
1.11,-1.96,0.78,21.02,0.74,-4.01
3.06,-2.54,-0.04,7.58,10.4,27.5
1.34,-0.39,0.94,4.97,27.36,108.29
1.34,-2.94,0.51,6.62,-9.13,-62.45
2.87,-0.28,-1.55,-13.09,16.55,59.59
1.64,-2.1,-1.43,5.13,-3.96,-108.29
0.31,-1.9,-0.48,4.54,-15.73,-118.6
0.97,-1.51,-0.92,15.34,-6.83,-83.65
1.25,-1.11,1.4,13.36,20.88,88.24
2.8,-0.63,-1.17,-9.66,20.02,57.3
2.62,-2.4,-1.36,5.26,-1.92,-65.32
3.08,-0.03,-0.54,-28.01,7.43,143.81
1.2,-2.07,0.96,20.03,2.58,5.16
1.31,-0.73,0.9,11.85,25.1,84.8
1.35,-0.77,0.88,11.66,25.18,83.65
0.34,-1.94,-0.6,3.25,-14.75,-126.05
1.02,-2.73,-1.22,-5.93,-3.48,-167.88
2.53,-1.22,-0.82,3.21,20.11,28.07
0.29,-1.34,-0.4,15.76,-15.74,-83.08
1.8,-1.57,0.27,16.24,16.81,28.65
2.44,-1.22,1.04,-10.56,23.56,129.49
3.09,-1.98,0.33,-4.24,19.39,82.51
0.16,-2.24,0.51,5.01,-17.14,-89.95
2.34,-0.28,0.4,-19.42,22.31,140.95
0.95,-1.67,0.99,22.97,4.21,15.47
1.95,-2.33,-1.4,3.51,-4.2,-101.99
0.59,-0.13,-1.52,22.16,1.28,-60.73
0.54,-2.82,1.28,7.47,-10.86,-57.3
2.29,-2.95,-0.92,1.22,-8.61,-90.53
2.94,-1.22,-1.36,-1.93,15.41,20.63
2.25,-1.84,-0.35,12.87,12.37,3.44
2.48,-1.12,1.25,-14.42,20.99,149.54
3.08,-0.55,-1.06,-17.16,16.31,84.22
0.49,-2.38,0.8,10.31,-13.65,-62.45
1.67,-2.16,-1.09,7.74,-4.76,-90.53
0.23,-1.46,1.38,22.97,-5.65,8.59
0.29,-1.28,1.1,25.01,-4.4,6.3
0.55,-2.2,0.39,10.79,-14.26,-72.19
0.61,-0.39,-0.86,25.98,1.94,-36.67
0.38,-1.56,1.19,23.1,-5.44,0.57
2.01,-2.71,-0.48,7.21,-6.64,-67.61
2.64,-0.15,0.85,-26.52,8.9,191.37
1.57,-0.41,-1.48,13.49,16.02,-18.33
2.41,-0.92,-1.53,3.36,16.25,-2.29
1.63,-1.15,0.04,16.96,19.57,29.79
1.62,-0.03,1.12,-9.77,24.17,155.27
2.43,-0.91,0.86,-14.3,23.42,136.36
2.8,-0.99,-0.1,-13.18,22.97,97.98
0.45,-3.1,-0.66,-9.67,1.31,-189.65
1.24,-0.2,0.76,6.04,27.82,103.13
0.82,-2.82,-1.41,-6.98,0.87,-195.38
2.39,-2.67,-1.47,0.52,-5.78,-100.27
0.92,-0.13,-1.06,22.73,12.39,-15.47
2.54,-2.23,-0.75,10.33,4.45,-25.21
2.13,-2.5,-1.24,3.63,-5.13,-92.25
0.13,-0.4,1.51,22.8,8.09,71.05
1.77,-2.99,0.49,8.91,-6.26,-41.83
1.14,-0.27,-0.38,19.45,21.44,28.07
1.04,-1.96,1.32,20.33,4.56,22.92
2.57,-0.19,-0.28,-20.7,20.94,120.32
0.99,-2.49,1.12,15.48,-5.32,-21.77
0.33,-1.38,-0.14,18.15,-14.72,-68.18
1.55,-2.24,-0.31,13.32,-4.78,-57.3
0.43,-0.86,-0.65,22.89,-8.82,-61.88
0.77,-2.1,-1.47,0.14,-6.1,-160.43
0.13,-2.11,1.17,12.83,-15.12,-46.41
2.09,-0.29,0.12,-10.66,27.82,110.01
2.86,-0.07,-0.05,-28.2,10.13,156.99
2.14,-0.42,0.41,-12.18,26.79,122.04
1.31,-0.06,-0.71,14.31,24.29,30.94
0.83,-2.07,0.06,13.81,-11.32,-67.61
1.48,-0.73,1.19,4.61,26.1,111.15
2.87,-0.51,-0.57,-18.91,19.49,102.56
2.24,-1.91,-0.42,13.22,10.18,-5.16
2.7,-0.63,-0.68,-12.03,22.89,79.64
2.95,-0.95,-0.17,-16.54,20.66,104.85
0.17,-2.97,0.73,-4.35,-10.44,-118.6
1.89,-1.17,0.79,4.99,26.07,86.52
1.85,-1.38,-0.92,15.16,9.79,-25.78
2.5,-1.23,-0.02,-1.9,25.03,71.62
1.12,-0.66,0.19,21.28,19.49,37.24
1.37,-1.58,-0.67,18.15,0.01,-50.42
0.81,-2.24,0.41,13.53,-11.18,-58.44
2.79,-0.25,0.41,-27.45,11.01,169.02
1.77,-1.33,0.5,12.97,22.14,53.86
0.2,-2.16,0.99,11.66,-15.51,-55.58
1.81,-1.17,0.28,11.71,23.64,52.71
2.78,-0.17,-1.09,-17.47,18.59,87.09
1.85,-0.69,-0.92,10.95,21.16,13.75
0.76,-2.58,0.01,2.41,-12.52,-103.71
1.45,-2.77,-0.42,2.0,-9.62,-99.69
0.99,-0.92,0.83,21.68,16.89,51.57
